"","X","geplaatst","omschrijving","kunstenaar","locatie","wijk.buurt","materiaal","image","imageURL","type"
"917","Zuidoost_2","1969 / 1998 / 2010. In 1998 en 2010 verplaatst. Is het oudste kunstwerk van Zuidoost in de buitenlucht.","Ruimtestructuur","Hilgemann, Ewerdt Ewerdt Hilgemann","Nabij Vogeltjesweide, bij het Bijlmerpark","Bijlmermeer","Een carré van zestien rode stalen palen, symbool voor al het bouwmateriaal in de grond van de Bijlmermeer.","//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Ruimtestructuur_Bijlmer.JPG/150px-Ruimtestructuur_Bijlmer.JPG","https://upload.wikimedia.org/wikipedia/commons/7/71/Ruimtestructuur_Bijlmer.JPG","NA"
"918","Zuidoost_20","1979","Lichtobject (niet meer in werking)","Somers, Michel Michel Somers","Metrostation Venserpolder","Venserpolder","staal","//upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Lichtobject_Venserpolder.JPG/150px-Lichtobject_Venserpolder.JPG","https://upload.wikimedia.org/wikipedia/commons/5/5f/Lichtobject_Venserpolder.JPG","NA"
"919","Zuidoost_21","1980","Windmolen","Wong Lung Hing, Jos Jos Wong Lung Hing","Metrostation Verrijnstuartweg","Bijlmermeer, nabij de grens van Diemen","aluminium buizen en gebogen platen op een betonnen voetstuk","//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Windmolen_Verrijn_Stuartweg_Amsterdam.jpeg/150px-Windmolen_Verrijn_Stuartweg_Amsterdam.jpeg","https://upload.wikimedia.org/wikipedia/commons/5/5b/Windmolen_Verrijn_Stuartweg_Amsterdam.jpeg","NA"
"920","Zuidoost_22","1982","Big Band (geschonken uit Florida)","Hook, Charles Charles Hook","Gaasperpark","Gaasperdam","staal","//upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Amsterdam_Gaasperpark_001.JPG/150px-Amsterdam_Gaasperpark_001.JPG","https://upload.wikimedia.org/wikipedia/commons/f/f7/Amsterdam_Gaasperpark_001.JPG","NA"
"921","Zuidoost_23","1982","De kus
(eind 2016 gedemonteerd)[11]","Henneman, Jeroen Jeroen Henneman","Amsterdamse Poort","Bijlmermeer","staal","//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/De_Kus_Jeroen_Henneman_Amsterdam_Zuidoost.jpeg/150px-De_Kus_Jeroen_Henneman_Amsterdam_Zuidoost.jpeg","https://upload.wikimedia.org/wikipedia/commons/c/c0/De_Kus_Jeroen_Henneman_Amsterdam_Zuidoost.jpeg","NA"
"922","Zuidoost_24","1983","Zonder titel","Röling, Marte Marte Röling","Meibergdreef, bij AMC","Bullewijk","kunststof, beton","//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Marte_R%C3%B6ling.JPG/150px-Marte_R%C3%B6ling.JPG","https://upload.wikimedia.org/wikipedia/commons/4/4c/Marte_R%C3%B6ling.JPG","NA"
"923","Zuidoost_25","1984","Koningin Beatrix","Lith, Nel van Nel van Lith","AMC, bij ingang, geplaatst na opening nieuwbouw door Koningin Beatrix in juni 1984","Bullewijk","brons","//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Beatrix_AMC1.JPG/150px-Beatrix_AMC1.JPG","https://upload.wikimedia.org/wikipedia/commons/4/42/Beatrix_AMC1.JPG","NA"
"924","Zuidoost_26","1984","""Kruisraket"" (echte naam: Zonder Titel)[12]","Dam, Matthijs van Matthijs van Dam en Jansen, Peter Peter Jansen","'s-Gravendijkdreef","Bijlmermeer","gegalvaniseerd staal","//upload.wikimedia.org/wikipedia/commons/thumb/2/29/Zonder_titel_bijnaam_Kruisraket_Amsterdam_ZO.JPG/150px-Zonder_titel_bijnaam_Kruisraket_Amsterdam_ZO.JPG","https://upload.wikimedia.org/wikipedia/commons/2/29/Zonder_titel_bijnaam_Kruisraket_Amsterdam_ZO.JPG","NA"
"925","Zuidoost_27","1985","Lopende vrouw","Bayens, Hans Hans Bayens","AMC","Bullewijk","brons","//upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Lopende_vrouw_AMC_16_juli_2012a.JPG/150px-Lopende_vrouw_AMC_16_juli_2012a.JPG","https://upload.wikimedia.org/wikipedia/commons/1/1e/Lopende_vrouw_AMC_16_juli_2012a.JPG","NA"
"926","Zuidoost_28","1985-2016 / 2017","Vliegende Schotels","Winnubst, Wim Wim Winnubst
Mediabestanden




Commons heeft mediabestanden in de categorie Vliegende Schotels door Wim Winnubst.



","'s-Gravendijkdreef (bij school ""Samenspel"") tot 2016 / 's-Gravendrijkdreef (bij ingang Bijlmerweide) 2017[13]","Bijlmermeer","gewapend polyester","//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Vliegende_Schotel_W._Winnubst_Amsterdam_Zuidoost_1985.JPG/75px-Vliegende_Schotel_W._Winnubst_Amsterdam_Zuidoost_1985.JPG","https://upload.wikimedia.org/wikipedia/commons/f/fa/Vliegende_Schotel_W._Winnubst_Amsterdam_Zuidoost_1985.JPG","NA"
"927","Zuidoost_29","1986","Het venster van het water[14]","Hendriks, Marc Marc Hendriks en van Dolderen, Rik Rik van Dolderen","Gaasperpark","Gaasperdam","gevelsteen, beton, trespaplaat en staal","//upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Het_venster_van_het_water.jpg/150px-Het_venster_van_het_water.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8c/Het_venster_van_het_water.jpg","NA"
"928","Zuidoost_3","1973","De Wachter'[2]","Jonk, Nic Nic Jonk","Kelbergen","Bijlmermeer","brons op betonnen sokkel","//upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Nic_Jonk_de_Wachter.jpg/150px-Nic_Jonk_de_Wachter.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ee/Nic_Jonk_de_Wachter.jpg","NA"
"929","Zuidoost_30","1986","Ma Aisa (Moeder Aarde, zie ook: Vluchtwegen)[15]","Oren, Chaim Chaim Oren","Grubbe'zee' op eilandje (water bij Grubbehoeve en (voormalige) K-buurt)","Bijlmermeer","polyester","//upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Maaisa0.jpg/150px-Maaisa0.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4a/Maaisa0.jpg","NA"
"930","Zuidoost_31","1987","Fontein bij ING","Architectenbureau Alberts en Van Huut","Hoogoord; Amsterdamse Poort","Bijlmermeer","brons, baksteen, natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/7/70/WLANL_-_Minke_Wagenaar_-_ING_Amsterdam_029.jpg/150px-WLANL_-_Minke_Wagenaar_-_ING_Amsterdam_029.jpg","https://upload.wikimedia.org/wikipedia/commons/7/70/WLANL_-_Minke_Wagenaar_-_ING_Amsterdam_029.jpg","NA"
"931","Zuidoost_32","1987","Book of Changes (7 muren boven de winkels met patronen van geglazuurde stenen)","Wiecherink, Dries Dries Wiecherink","Amsterdamse Poort","Bijlmermeer","geglazuurde bakstenen","//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Geglazuurde_stenen_Amsterdamse_Poort.jpg/150px-Geglazuurde_stenen_Amsterdamse_Poort.jpg","https://upload.wikimedia.org/wikipedia/commons/4/45/Geglazuurde_stenen_Amsterdamse_Poort.jpg","NA"
"932","Zuidoost_33","1988","Ruiter te paard","Hesselius, Henk Henk Hesselius","Loosdrechtdreef / Provinciale Weg","Bijlmermeer","staal","//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Henk_Hesselius_Loosdrechtdreef_Bijlmer_Amsterdam.JPG/150px-Henk_Hesselius_Loosdrechtdreef_Bijlmer_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/a/a9/Henk_Hesselius_Loosdrechtdreef_Bijlmer_Amsterdam.JPG","NA"
"933","Zuidoost_34","1989","Staande","Siepman van den Berg, Eja Eja Siepman van den Berg","Amsterdamse Poort","Bijlmermeer

[16]
","brons","//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Staande_beeld.JPG/150px-Staande_beeld.JPG","https://upload.wikimedia.org/wikipedia/commons/8/81/Staande_beeld.JPG","NA"
"934","Zuidoost_35","1989","Zonder titel","Roothaan, Steef Steef Roothaan","Hoogoord; Amsterdamse Poort","Bijlmermeer","graniet en beton","//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Sculptuur_Hoogoorddreef.jpg/150px-Sculptuur_Hoogoorddreef.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3d/Sculptuur_Hoogoorddreef.jpg","NA"
"935","Zuidoost_36","1990","Zonder titel of 'Baken'","Kokke, Jos Jos Kokke","(er wordt deels een schip uitgebeeld, refererend aan dat er op die plek vroeger alleen water was)","Venserpolder","staal, kunststof en hout","//upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Venserpolder_PM14_02.JPG/150px-Venserpolder_PM14_02.JPG","https://upload.wikimedia.org/wikipedia/commons/b/b8/Venserpolder_PM14_02.JPG","NA"
"936","Zuidoost_37","28 mei 1992 / 20 oktober 2010 (verplaatst naar huidige locatie)","Steve van Dorpel","Carrilho, Nelson Nelson Carrilho","Flierbosdreef / Bijlmerpark","Bijlmermeer","brons","//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Steve_van_Dorpel1_Bijlmerpark.JPG/150px-Steve_van_Dorpel1_Bijlmerpark.JPG","https://upload.wikimedia.org/wikipedia/commons/2/2a/Steve_van_Dorpel1_Bijlmerpark.JPG","NA"
"937","Zuidoost_38","1992","Maria Planeta Citta","Kooten-Niekerk, Evert van Evert van Kooten-Niekerk","A. Christiesingel, hoek A. Camuslaan","Venserpolder","brons en hardsteen","//upload.wikimedia.org/wikipedia/commons/thumb/5/54/Venserpolder_02_PM07.jpg/150px-Venserpolder_02_PM07.jpg","https://upload.wikimedia.org/wikipedia/commons/5/54/Venserpolder_02_PM07.jpg","NA"
"938","Zuidoost_39","1997","27 pedanten[17]","Varekamp, Eddy Eddy Varekamp","Bijlmerdreef","Bijlmermeer","keramische elementen, verf, gepigmenteerde klei en beton","//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Pedant1.jpg/150px-Pedant1.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/Pedant1.jpg","NA"
"939","Zuidoost_4","1975","Zonder Titel [3]","Müller, Pjotr Pjotr Müller","Achter Grubbehoeve","Bijlmermeer","wit marmer","//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Zonder_Titel_Pjotr_Muller3.JPG/150px-Zonder_Titel_Pjotr_Muller3.JPG","https://upload.wikimedia.org/wikipedia/commons/0/0c/Zonder_Titel_Pjotr_Muller3.JPG","NA"
"940","Zuidoost_40","1998","Boom van de groei",NA,"Geinwijk, bij Rosa Luxemburgstraat","Bijlmermeer","natuur / steen","//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Boom_van_groei_1998a.jpg/75px-Boom_van_groei_1998a.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a5/Boom_van_groei_1998a.jpg","NA"
"941","Zuidoost_41","1999","Zonder Titel (Kunst aan huis) Bermbordje:[19]","Dera, Cor Cor Dera","Bijlmerdreef","Bijlmermeer","kristalzeefdruk op emaillestaal (bij diverse huizen)","//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Cor_Dera_kunst_aan_huis.jpg/150px-Cor_Dera_kunst_aan_huis.jpg","https://upload.wikimedia.org/wikipedia/commons/9/99/Cor_Dera_kunst_aan_huis.jpg","NA"
"942","Zuidoost_42","1999 (circa)","Nikè (vrouw/vogel)","Sprenkels, Guido Guido Sprenkels","ROC gebouw","Venserpolder","brons","//upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Nike_vrouw_vogel.jpg/150px-Nike_vrouw_vogel.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d1/Nike_vrouw_vogel.jpg","NA"
"943","Zuidoost_43","2000","Dolle Mina","de Vries (kunstenaar), Erwin Erwin de Vries (kunstenaar)","Amsterdamse Poort","Bijlmermeer","brons","//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Dolle_Mina_Amsterdamse_Poort.JPG/150px-Dolle_Mina_Amsterdamse_Poort.JPG","https://upload.wikimedia.org/wikipedia/commons/d/df/Dolle_Mina_Amsterdamse_Poort.JPG","NA"
"944","Zuidoost_44","2000","Spiegels","Terpstra, Rein Jelle Rein Jelle Terpstra","Groeneveen","Bijlmermeer","roestvast staal en folie (38 'schotels')","//upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Schotels_Groeneveen_Amsterdam_02.JPG/150px-Schotels_Groeneveen_Amsterdam_02.JPG","https://upload.wikimedia.org/wikipedia/commons/c/c7/Schotels_Groeneveen_Amsterdam_02.JPG","NA"
"945","Zuidoost_45","2001 (22 maart 2001, waren al gereed in 2000)","De Onbeweeglijken: Springend Oog, Zwarte Adem en Brandende Bloem""","Visch, Henk Henk Visch","AMC [20]","Bullewijk","brons","//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/De_onbeweeglijken.JPG/150px-De_onbeweeglijken.JPG","https://upload.wikimedia.org/wikipedia/commons/c/c9/De_onbeweeglijken.JPG","NA"
"946","Zuidoost_46","2001","Reuzenschilderij","Bouchiba, Houcine Houcine Bouchiba","Gooioord (vlak bij monument vliegramp en vlak bij Grubbehoeve)","Bijlmermeer","verf e.d.","//upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Reuzenschilderij_Noord-Afrikaanse_cultuur_Houcine_Bouchiba.jpg/150px-Reuzenschilderij_Noord-Afrikaanse_cultuur_Houcine_Bouchiba.jpg","https://upload.wikimedia.org/wikipedia/commons/e/eb/Reuzenschilderij_Noord-Afrikaanse_cultuur_Houcine_Bouchiba.jpg","NA"
"947","Zuidoost_47","2002","Een groot teken (reuzenschilderij)","Slits, Ton Ton Slits","Kikkenstein (bij vliegramp uit 1992)","Bijlmermeer","verf e.d.","//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Een_groot_teken_Kikkenstein.JPG/150px-Een_groot_teken_Kikkenstein.JPG","https://upload.wikimedia.org/wikipedia/commons/7/76/Een_groot_teken_Kikkenstein.JPG","NA"
"948","Zuidoost_48","2003","Handle with Care (een aantal jaar later gerestaureerd en kreeg daardoor een iets andere 'look')","Russische kunstenaarsgroep Archeopterix [21]","Geldershoofd en Gravestein","Bijlmermeer","verf, hout en staal","//upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Geldershoofd_en_Gravestein3.JPG/150px-Geldershoofd_en_Gravestein3.JPG","https://upload.wikimedia.org/wikipedia/commons/e/e8/Geldershoofd_en_Gravestein3.JPG","NA"
"949","Zuidoost_49","2003","Frisse Kleuren","onbekend","Bijlmerdreef, talud viaduct","Bijlmermeer","glas, staal, folie","//upload.wikimedia.org/wikipedia/commons/thumb/5/58/Frisse_kleuren.jpg/150px-Frisse_kleuren.jpg","https://upload.wikimedia.org/wikipedia/commons/5/58/Frisse_kleuren.jpg","NA"
"950","Zuidoost_5","1975","Zonder Titel","Zijlstra, G. G. Zijlstra","Hoogoord, binnentuin, abstract kunstwerk","Bijlmermeer","brons","//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Zonder_titel_abstract_1975.JPG/150px-Zonder_titel_abstract_1975.JPG","https://upload.wikimedia.org/wikipedia/commons/d/d0/Zonder_titel_abstract_1975.JPG","NA"
"951","Zuidoost_50","2003","Frisse Kleuren, bushokje","onbekend","Bijlmerdreef, bij talud viaduct","Bijlmermeer","glas, staal, folie (bushokje inmiddels in verslechterde staat, het talud en dergelijke nog in prima staat)","//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Frisse_Kleuren_bushokje.jpg/150px-Frisse_Kleuren_bushokje.jpg","https://upload.wikimedia.org/wikipedia/commons/5/59/Frisse_Kleuren_bushokje.jpg","NA"
"952","Zuidoost_51","2004","Peperbussen (Een reeks 'peperbussen', waarvan sommigen als kunstwerk dienden, worden nu vooral gebruikt als aanplakbord, de overigen waren al bedoeld als aanplakbord en enkelen dienen als openbaar toilet)","12 kunstenaars","Door geheel stadsdeel Zuid-Oost (foto: tegenover Metrostation Ganzenhoef)","Amsterdam-Zuidoost","beton, kunststof e.d.","//upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Peperbus_Amsterdam.JPG/150px-Peperbus_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/0/0a/Peperbus_Amsterdam.JPG","NA"
"953","Zuidoost_52","2006","Anton de Kom","Loon, Jikke van Jikke van Loon","Anton de Komplein","Bijlmermeer","brons (origineel is van hout en bevindt zich in het Rijksmuseum)","//upload.wikimedia.org/wikipedia/commons/thumb/3/36/Anton_de_Komplein_Amsterdam_Zuidoost_04_PM07.jpg/150px-Anton_de_Komplein_Amsterdam_Zuidoost_04_PM07.jpg","https://upload.wikimedia.org/wikipedia/commons/3/36/Anton_de_Komplein_Amsterdam_Zuidoost_04_PM07.jpg","NA"
"954","Zuidoost_53","2008","Cheetah (vier vachtpatronen van katachtigen, 2007 / 2008)[22]","Dick, Helmut Helmut Dick","Transformatorhuisje Kemperink","Bijlmermeer","bewerkte digitale foto's / hout / acryl = (fotolaminaat)","//upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Cheetah_-_Kempering.JPG/150px-Cheetah_-_Kempering.JPG","https://upload.wikimedia.org/wikipedia/commons/3/3a/Cheetah_-_Kempering.JPG","NA"
"955","Zuidoost_54","2008","Luipaard","Dick, Helmut Helmut Dick","Transformatorhuisje Kouwenoord","Bijlmermeer","bewerkte digitale foto's / hout / acryl","//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Luipaard_Kouwenoord.JPG/150px-Luipaard_Kouwenoord.JPG","https://upload.wikimedia.org/wikipedia/commons/b/bf/Luipaard_Kouwenoord.JPG","NA"
"956","Zuidoost_55","2008","Nevelpanter","Dick, Helmut Helmut Dick","Transformatorhuisje Klieverink","Bijlmermeer","bewerkte digitale foto's / hout / acryl","//upload.wikimedia.org/wikipedia/commons/thumb/6/65/Nevelpanter_-_Klieverink.JPG/150px-Nevelpanter_-_Klieverink.JPG","https://upload.wikimedia.org/wikipedia/commons/6/65/Nevelpanter_-_Klieverink.JPG","NA"
"957","Zuidoost_56","2008","Tijger","Dick, Helmut Helmut Dick","Transformatorhuisje Kralenbeek","Bijlmermeer","bewerkte digitale foto's / hout / acryl","//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Tijger_-_Kralenbeek.JPG/150px-Tijger_-_Kralenbeek.JPG","https://upload.wikimedia.org/wikipedia/commons/9/97/Tijger_-_Kralenbeek.JPG","NA"
"958","Zuidoost_57","2008","Kop met 4 neuzen","Martineau, Anton Anton Martineau","Bijlmerdreef / Groesbeekdreef (rotonde)","Bijlmermeer","brons","//upload.wikimedia.org/wikipedia/commons/thumb/3/30/Kop_met_4_neuzen.JPG/150px-Kop_met_4_neuzen.JPG","https://upload.wikimedia.org/wikipedia/commons/3/30/Kop_met_4_neuzen.JPG","NA"
"959","Zuidoost_58","2009","Barbecue Wereldbol","(Straat van Sculpturen)[23]","Bijlmerpark","Bijlmermeer","roestvast staal / ijzer","//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Barbecue_wereldbol_Bijlmer.JPG/150px-Barbecue_wereldbol_Bijlmer.JPG","https://upload.wikimedia.org/wikipedia/commons/a/a9/Barbecue_wereldbol_Bijlmer.JPG","NA"
"960","Zuidoost_59","2009","Rite de passage of Totem Today [24]","Tee, Jennifer Jennifer Tee, aankoop door Woningstichting Rochdale","Tussen Grubbehoeve en Metrostation Kraaiennest","Bijlmermeer","gepolijst Carrara marmer[25]","//upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rite_de_passage_-_Bijlmermeer.JPG/150px-Rite_de_passage_-_Bijlmermeer.JPG","https://upload.wikimedia.org/wikipedia/commons/f/f1/Rite_de_passage_-_Bijlmermeer.JPG","NA"
"961","Zuidoost_6","1975 / 2010 (herplaatst)","Zonneschijf (of ""Dubbeltje op zijn kant"")[4]","Keus, Niels Niels Keus","Bijlmerpark","Bijlmermeer","roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/0/02/Zonneschijf_Bijlmerpark.JPG/150px-Zonneschijf_Bijlmerpark.JPG","https://upload.wikimedia.org/wikipedia/commons/0/02/Zonneschijf_Bijlmerpark.JPG","NA"
"962","Zuidoost_60","2009 / 2010","Les Pisseurs d'Amsterdam (Een van de kunstwerken van Straat van Sculpturen 2009 / 2010)","Tayou, Pascale Marthine Pascale Marthine Tayou","Onder viaduct Groesbeekdreef [26]","Bijlmermeer","diverse hergebruikte materialen","//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Les_Pisseurs_d%27Amsterdam.JPG/150px-Les_Pisseurs_d%27Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/a/ab/Les_Pisseurs_d%27Amsterdam.JPG","NA"
"963","Zuidoost_61","2009","ZIEZO (Een van de kunstwerken van Straat van Sculpturen 2009 / 2010)","Stel, Peter Peter Stel","Parkeergarage Kraaiennest bij voormalig winkelcentrum. Kopzijde en zijkant op het zuiden + paviljoens en kantoor op dak (kunstwerk gesloopt in 2013)","Bijlmermeer","rode en witte staalplaten","//upload.wikimedia.org/wikipedia/commons/thumb/8/88/Ziezo_Kraaiennest_Amsterdam.JPG/150px-Ziezo_Kraaiennest_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/8/88/Ziezo_Kraaiennest_Amsterdam.JPG","NA"
"964","Zuidoost_62","2010","Het Geheim en het Bewijs [27]","Gevers Deynoot, Wendela Wendela Gevers Deynoot","Anna Blamansingel","Venserpolder","gewapend beton, marmer, graniet en gebroken glas.","//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Het_geheim_en_het_bewijs1.jpg/150px-Het_geheim_en_het_bewijs1.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ed/Het_geheim_en_het_bewijs1.jpg","NA"
"965","Zuidoost_63","2011","Poezen met boomstammen","Kunstenaar onbekend; Bewonersvereniging KoKoKo (beschikbaar gesteld door stadsdeel Zuidoost)","Kouwenoordweg","Bijlmermeer","natuursteen, 4 grote poezen + oude boomstammen die bewust decoratief zijn neergelegd","//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Poezen_met_boomstam_Kouwenoordweg_2011.JPG/150px-Poezen_met_boomstam_Kouwenoordweg_2011.JPG","https://upload.wikimedia.org/wikipedia/commons/9/99/Poezen_met_boomstam_Kouwenoordweg_2011.JPG","NA"
"966","Zuidoost_64","2011","Bobby Haarms","Jouta, Hans Hans Jouta","Arenaboulevard Amsterdamse Poort","Bijlmermeer","brons","//upload.wikimedia.org/wikipedia/commons/thumb/3/33/Bobby_Haarms_Hans_Jouta_ArenA_Amsterdam.JPG/150px-Bobby_Haarms_Hans_Jouta_ArenA_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/3/33/Bobby_Haarms_Hans_Jouta_ArenA_Amsterdam.JPG","NA"
"967","Zuidoost_65","2012","Entrée Diemerbos","onbekend","Geerdinkhofweg","Bijlmerweide","paal (grote zuil) cortenstaal, hout, staal, natuursteen / kleine zuil: hout en uitgesneden hout","//upload.wikimedia.org/wikipedia/commons/thumb/7/70/De_entr%C3%A9e_in_de_Bijlmerweide_naar_Diemerbos_aan_de_Geerdinkhofweg.JPG/150px-De_entr%C3%A9e_in_de_Bijlmerweide_naar_Diemerbos_aan_de_Geerdinkhofweg.JPG","https://upload.wikimedia.org/wikipedia/commons/7/70/De_entr%C3%A9e_in_de_Bijlmerweide_naar_Diemerbos_aan_de_Geerdinkhofweg.JPG","NA"
"968","Zuidoost_66","2013 medio juni 2013 (2004)","Stadslogo IAMsterdam (tijdelijk object, verplaatsbaar)","onbekend","Karspeldreef / Kraaiennest, onder Metrostation Kraaiennest; najaar 2013 naar elders verplaatst","Bijlmermeer","ca. 23,5 meter breed, vervaardigd uit stalen vormen op kleur gespoten","//upload.wikimedia.org/wikipedia/commons/thumb/9/99/IAMsterdam_-_Kraaiennest.JPG/150px-IAMsterdam_-_Kraaiennest.JPG","https://upload.wikimedia.org/wikipedia/commons/9/99/IAMsterdam_-_Kraaiennest.JPG","NA"
"969","Zuidoost_67","2013-2014","Mijn Sculptuur Op Straat","Tijdelijk object. Scholieren uit Amsterdam-Zuidoost met hulp van kunstenaars Dagmar de Kok, At van Geelen, Marianne Wagemaker en Roberto Tjon A Meeuw [28]","Anton de Komplein","Bijlmermeer","diverse materialen","//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Mijn_Sculptuur2.JPG/150px-Mijn_Sculptuur2.JPG","https://upload.wikimedia.org/wikipedia/commons/2/2a/Mijn_Sculptuur2.JPG","NA"
